episode_num,timestep,episode_reward,episode_length
3341,8792,50,1
3342,8793,50,1
3343,8794,50,1
3344,8795,50,1
3345,8796,50,1
3346,8797,50,1
3347,8798,50,1
3348,8799,50,1
3349,8800,50,1
3350,8801,50,1
3351,8802,50,1
3352,8803,50,1
3353,8804,50,1
3354,8805,50,1
3355,8806,50,1
3356,8807,50,1
3357,8808,50,1
3358,8809,50,1
3359,8810,50,1
3360,8811,50,1
3361,8812,50,1
3362,8813,50,1
3363,8814,50,1
3364,8815,50,1
3365,8816,50,1
3366,8817,50,1
3367,8818,50,1
3368,8819,50,1
3369,8820,50,1
3370,8821,50,1
3371,8822,50,1
3372,8823,50,1
3373,8824,50,1
3374,8825,50,1
3375,8826,50,1
3376,8827,50,1
3377,8828,50,1
3378,8829,50,1
3379,8830,50,1
3380,8831,50,1
3381,8832,50,1
3382,8833,50,1
3383,8834,50,1
3384,8835,50,1
3385,8836,50,1
3386,8837,50,1
3387,8838,50,1
3388,8839,50,1
3389,8840,50,1
3390,8841,50,1
3391,8842,50,1
3392,8843,50,1
3393,8844,50,1
3394,8845,50,1
3395,8846,50,1
3396,8847,50,1
3397,8848,50,1
3398,8849,50,1
3399,8850,50,1
3400,8851,50,1
3401,8852,50,1
3402,8853,50,1
3403,8854,50,1
3404,8855,50,1
3405,8856,50,1
3406,8857,50,1
3407,8858,50,1
3408,8859,50,1
3409,8860,50,1
3410,8861,50,1
3411,8862,50,1
3412,8863,50,1
3413,8864,50,1
3414,8865,50,1
3415,8866,50,1
3416,8867,50,1
3417,8868,50,1
3418,8869,50,1
3419,8870,50,1
3420,8871,50,1
3421,8872,50,1
3422,8873,50,1
3423,8874,50,1
3424,8875,50,1
3425,8876,50,1
3426,8877,50,1
3427,8878,50,1
3428,8879,50,1
3429,8880,50,1
3430,8881,50,1
3431,8882,50,1
3432,8883,50,1
3433,8884,50,1
3434,8885,50,1
3435,8886,50,1
3436,8887,50,1
3437,8888,50,1
3438,8889,50,1
3439,8890,50,1
3440,8891,50,1
3441,8892,50,1
3442,8893,50,1
3443,8894,50,1
3444,8895,50,1
3445,8896,50,1
3446,8897,50,1
3447,8898,50,1
3448,8899,50,1
3449,8900,50,1
3450,8901,50,1
3451,8902,50,1
3452,8903,50,1
3453,8904,50,1
3454,8905,50,1
3455,8906,50,1
3456,8907,50,1
3457,8908,50,1
3458,8909,50,1
3459,8910,50,1
3460,8911,50,1
3461,8912,50,1
3462,8913,50,1
3463,8914,50,1
3464,8915,50,1
3465,8916,50,1
3466,8917,50,1
3467,8918,50,1
3468,8919,50,1
3469,8920,50,1
3470,8921,50,1
3471,8922,50,1
3472,8923,50,1
3473,8924,50,1
3474,8925,50,1
3475,8926,50,1
3476,8927,50,1
3477,8928,50,1
3478,8929,50,1
3479,8930,50,1
3480,8931,50,1
3481,8932,50,1
3482,8933,50,1
3483,8934,50,1
3484,8935,50,1
3485,8936,50,1
3486,8937,50,1
3487,8938,50,1
3488,8939,50,1
3489,8940,50,1
3490,8941,50,1
3491,8942,50,1
3492,8943,50,1
3493,8944,50,1
3494,8945,50,1
3495,8946,50,1
3496,8947,50,1
3497,8948,50,1
3498,8949,50,1
3499,8950,50,1
3500,8951,50,1
3501,8952,50,1
3502,8953,50,1
3503,8954,50,1
3504,8955,50,1
3505,8956,50,1
3506,8957,50,1
3507,8958,50,1
3508,8959,50,1
3509,8960,50,1
3510,8961,50,1
3511,8962,50,1
3512,8963,50,1
3513,8964,50,1
3514,8965,50,1
3515,8966,50,1
3516,8967,50,1
3517,8968,50,1
3518,8969,50,1
3519,8970,50,1
3520,8971,50,1
3521,8972,50,1
3522,8973,50,1
3523,8974,50,1
3524,8975,50,1
3525,8976,50,1
3526,8977,50,1
3527,8978,50,1
3528,8979,50,1
3529,8980,50,1
3530,8981,50,1
3531,8982,50,1
3532,8983,50,1
3533,8984,50,1
3534,8985,50,1
3535,8986,50,1
3536,8987,50,1
3537,8988,50,1
3538,8989,50,1
3539,8990,50,1
3540,8991,50,1
3541,8992,50,1
3542,8993,50,1
3543,8994,50,1
3544,8995,50,1
3545,8996,50,1
3546,8997,50,1
3547,8998,50,1
3548,8999,50,1
3549,9000,50,1
3550,9001,50,1
3551,9002,50,1
3552,9003,50,1
3553,9004,50,1
3554,9005,50,1
3555,9006,50,1
3556,9007,50,1
3557,9008,50,1
3558,9009,50,1
3559,9010,50,1
3560,9011,50,1
3561,9012,50,1
3562,9013,50,1
3563,9014,50,1
3564,9015,50,1
3565,9016,50,1
3566,9017,50,1
3567,9018,50,1
3568,9019,50,1
3569,9020,50,1
3570,9021,50,1
3571,9022,50,1
3572,9023,50,1
3573,9024,50,1
3574,9025,50,1
3575,9026,50,1
3576,9027,50,1
3577,9028,50,1
3578,9029,50,1
3579,9030,50,1
3580,9031,50,1
3581,9032,50,1
3582,9033,50,1
3583,9034,50,1
3584,9035,50,1
3585,9036,50,1
3586,9037,50,1
3587,9038,50,1
3588,9039,50,1
3589,9040,50,1
3590,9041,50,1
3591,9042,50,1
3592,9043,50,1
3593,9044,50,1
3594,9045,50,1
3595,9046,50,1
3596,9047,50,1
3597,9048,50,1
3598,9049,50,1
3599,9050,50,1
3600,9051,50,1
3601,9052,50,1
3602,9053,50,1
3603,9054,50,1
3604,9055,50,1
3605,9056,50,1
3606,9057,50,1
3607,9058,50,1
3608,9059,50,1
3609,9060,50,1
3610,9061,50,1
3611,9062,50,1
3612,9063,50,1
3613,9064,50,1
3614,9065,50,1
3615,9066,50,1
3616,9067,50,1
3617,9068,50,1
3618,9069,50,1
3619,9070,50,1
3620,9071,50,1
3621,9072,50,1
3622,9073,50,1
3623,9074,50,1
3624,9075,50,1
3625,9076,50,1
3626,9077,50,1
3627,9078,50,1
3628,9079,50,1
3629,9080,50,1
3630,9081,50,1
3631,9082,50,1
3632,9083,50,1
3633,9084,50,1
3634,9085,50,1
3635,9086,50,1
3636,9087,50,1
3637,9088,50,1
3638,9089,50,1
3639,9090,50,1
3640,9091,50,1
3641,9092,50,1
3642,9093,50,1
3643,9094,50,1
3644,9095,50,1
3645,9096,50,1
3646,9097,50,1
3647,9098,50,1
3648,9099,50,1
3649,9100,50,1
3650,9101,50,1
3651,9102,50,1
3652,9103,50,1
3653,9104,50,1
3654,9105,50,1
3655,9106,50,1
3656,9107,50,1
3657,9108,50,1
3658,9109,50,1
3659,9110,50,1
3660,9111,50,1
3661,9112,50,1
3662,9113,50,1
3663,9114,50,1
3664,9115,50,1
3665,9116,50,1
3666,9117,50,1
3667,9118,50,1
3668,9119,50,1
3669,9120,50,1
3670,9121,50,1
3671,9122,50,1
3672,9123,50,1
3673,9124,50,1
3674,9125,50,1
3675,9126,50,1
3676,9127,50,1
3677,9128,50,1
3678,9129,50,1
3679,9130,50,1
3680,9131,50,1
3681,9132,50,1
3682,9133,50,1
3683,9134,50,1
3684,9135,50,1
3685,9136,50,1
3686,9137,50,1
3687,9138,50,1
3688,9139,50,1
3689,9140,50,1
3690,9141,50,1
3691,9142,50,1
3692,9143,50,1
3693,9144,50,1
3694,9145,50,1
3695,9146,50,1
3696,9147,50,1
3697,9148,50,1
3698,9149,50,1
3699,9150,50,1
3700,9151,50,1
3701,9152,50,1
3702,9153,50,1
3703,9154,50,1
3704,9155,50,1
3705,9156,50,1
3706,9157,50,1
3707,9158,50,1
3708,9159,50,1
3709,9160,50,1
3710,9161,50,1
3711,9162,50,1
3712,9163,50,1
3713,9164,50,1
3714,9165,50,1
3715,9166,50,1
3716,9167,50,1
3717,9168,50,1
3718,9169,50,1
3719,9170,50,1
3720,9171,50,1
3721,9172,50,1
3722,9173,50,1
3723,9174,50,1
3724,9175,50,1
3725,9176,50,1
3726,9177,50,1
3727,9178,50,1
3728,9179,50,1
3729,9180,50,1
3730,9181,50,1
3731,9182,50,1
3732,9183,50,1
3733,9184,50,1
3734,9185,50,1
3735,9186,50,1
3736,9187,50,1
3737,9188,50,1
3738,9189,50,1
3739,9190,50,1
3740,9191,50,1
3741,9192,50,1
3742,9193,50,1
3743,9194,50,1
3744,9195,50,1
3745,9196,50,1
3746,9197,50,1
3747,9198,50,1
3748,9199,50,1
3749,9200,50,1
3750,9201,50,1
3751,9202,50,1
3752,9203,50,1
3753,9204,50,1
3754,9205,50,1
3755,9206,50,1
3756,9207,50,1
3757,9208,50,1
3758,9209,50,1
3759,9210,50,1
3760,9211,50,1
3761,9212,50,1
3762,9213,50,1
3763,9214,50,1
3764,9215,50,1
3765,9216,50,1
3766,9217,50,1
3767,9218,50,1
3768,9219,50,1
3769,9220,50,1
3770,9221,50,1
3771,9222,50,1
3772,9223,50,1
3773,9224,50,1
3774,9225,50,1
3775,9226,50,1
3776,9227,50,1
3777,9228,50,1
3778,9229,50,1
3779,9230,50,1
3780,9231,50,1
3781,9232,50,1
3782,9233,50,1
3783,9234,50,1
3784,9235,50,1
3785,9236,50,1
3786,9237,50,1
3787,9238,50,1
3788,9239,50,1
3789,9240,50,1
3790,9241,50,1
3791,9242,50,1
3792,9243,50,1
3793,9244,50,1
3794,9245,50,1
3795,9246,50,1
3796,9247,50,1
3797,9248,50,1
3798,9249,50,1
3799,9250,50,1
3800,9251,50,1
3801,9252,50,1
3802,9253,50,1
3803,9254,50,1
3804,9255,50,1
3805,9256,50,1
3806,9257,50,1
3807,9258,50,1
3808,9259,50,1
3809,9260,50,1
3810,9261,50,1
3811,9262,50,1
3812,9263,50,1
3813,9264,50,1
3814,9265,50,1
3815,9266,50,1
3816,9267,50,1
3817,9268,50,1
3818,9269,50,1
3819,9270,50,1
3820,9271,50,1
3821,9272,50,1
3822,9273,50,1
3823,9274,50,1
3824,9275,50,1
3825,9276,50,1
3826,9277,50,1
3827,9278,50,1
3828,9279,50,1
3829,9280,50,1
3830,9281,50,1
3831,9282,50,1
3832,9283,50,1
3833,9284,50,1
3834,9285,50,1
3835,9286,50,1
3836,9287,50,1
3837,9288,50,1
3838,9289,50,1
3839,9290,50,1
3840,9291,50,1
3841,9292,50,1
3842,9293,50,1
3843,9294,50,1
3844,9295,50,1
3845,9296,50,1
3846,9297,50,1
3847,9298,50,1
3848,9299,50,1
3849,9300,50,1
3850,9301,50,1
3851,9302,50,1
3852,9303,50,1
3853,9304,50,1
3854,9305,50,1
3855,9306,50,1
3856,9307,50,1
3857,9308,50,1
3858,9309,50,1
3859,9310,50,1
3860,9311,50,1
3861,9312,50,1
3862,9313,50,1
3863,9314,50,1
3864,9315,50,1
3865,9316,50,1
3866,9317,50,1
3867,9318,50,1
3868,9319,50,1
3869,9320,50,1
3870,9321,50,1
3871,9322,50,1
3872,9323,50,1
3873,9324,50,1
3874,9325,50,1
3875,9326,50,1
3876,9327,50,1
3877,9328,50,1
3878,9329,50,1
3879,9330,50,1
3880,9331,50,1
3881,9332,50,1
3882,9333,50,1
3883,9334,50,1
3884,9335,50,1
3885,9336,50,1
3886,9337,50,1
3887,9338,50,1
3888,9339,50,1
3889,9340,50,1
3890,9341,50,1
3891,9342,50,1
3892,9343,50,1
3893,9344,50,1
3894,9345,50,1
3895,9346,50,1
3896,9347,50,1
3897,9348,50,1
3898,9349,50,1
3899,9350,50,1
3900,9351,50,1
3901,9352,50,1
3902,9353,50,1
3903,9354,50,1
3904,9355,50,1
3905,9356,50,1
3906,9357,50,1
3907,9358,50,1
3908,9359,50,1
3909,9360,50,1
3910,9361,50,1
3911,9362,50,1
3912,9363,50,1
3913,9364,50,1
3914,9365,50,1
3915,9366,50,1
3916,9367,50,1
3917,9368,50,1
3918,9369,50,1
3919,9370,50,1
3920,9371,50,1
3921,9372,50,1
3922,9373,50,1
3923,9374,50,1
3924,9375,50,1
3925,9376,50,1
3926,9377,50,1
3927,9378,50,1
3928,9379,50,1
3929,9380,50,1
3930,9381,50,1
3931,9382,50,1
3932,9383,50,1
3933,9384,50,1
3934,9385,50,1
3935,9386,50,1
3936,9387,50,1
3937,9388,50,1
3938,9389,50,1
3939,9390,50,1
3940,9391,50,1
3941,9392,50,1
3942,9393,50,1
3943,9394,50,1
3944,9395,50,1
3945,9396,50,1
3946,9397,50,1
3947,9398,50,1
3948,9399,50,1
3949,9400,50,1
3950,9401,50,1
3951,9402,50,1
3952,9403,50,1
3953,9404,50,1
3954,9405,50,1
3955,9406,50,1
3956,9407,50,1
3957,9408,50,1
3958,9409,50,1
3959,9410,50,1
3960,9411,50,1
3961,9412,50,1
3962,9413,50,1
3963,9414,50,1
3964,9415,50,1
3965,9416,50,1
3966,9417,50,1
3967,9418,50,1
3968,9419,50,1
3969,9420,50,1
3970,9421,50,1
3971,9422,50,1
3972,9423,50,1
3973,9424,50,1
3974,9425,50,1
3975,9426,50,1
3976,9427,50,1
3977,9428,50,1
3978,9429,50,1
3979,9430,50,1
3980,9431,50,1
3981,9432,50,1
3982,9433,50,1
3983,9434,50,1
3984,9435,50,1
3985,9436,50,1
3986,9437,50,1
3987,9438,50,1
3988,9439,50,1
3989,9440,50,1
3990,9441,50,1
3991,9442,50,1
3992,9443,50,1
3993,9444,50,1
3994,9445,50,1
3995,9446,50,1
3996,9447,50,1
3997,9448,50,1
3998,9449,50,1
3999,9450,50,1
4000,9451,50,1
4001,9452,50,1
4002,9453,50,1
4003,9454,50,1
4004,9455,50,1
4005,9456,50,1
4006,9457,50,1
4007,9458,50,1
4008,9459,50,1
4009,9460,50,1
4010,9461,50,1
4011,9462,50,1
4012,9463,50,1
4013,9464,50,1
4014,9465,50,1
4015,9466,50,1
4016,9467,50,1
4017,9468,50,1
4018,9469,50,1
4019,9470,50,1
4020,9471,50,1
4021,9472,50,1
4022,9473,50,1
4023,9474,50,1
4024,9475,50,1
4025,9476,50,1
4026,9477,50,1
4027,9478,50,1
4028,9479,50,1
4029,9480,50,1
4030,9481,50,1
4031,9482,50,1
4032,9483,50,1
4033,9484,50,1
4034,9485,50,1
4035,9486,50,1
4036,9487,50,1
4037,9488,50,1
4038,9489,50,1
4039,9490,50,1
4040,9491,50,1
4041,9492,50,1
4042,9493,50,1
4043,9494,50,1
4044,9495,50,1
4045,9496,50,1
4046,9497,50,1
4047,9498,50,1
4048,9499,50,1
4049,9500,50,1
4050,9501,50,1
4051,9502,50,1
4052,9503,50,1
4053,9504,50,1
4054,9505,50,1
4055,9506,50,1
4056,9507,50,1
4057,9508,50,1
4058,9509,50,1
4059,9510,50,1
4060,9511,50,1
4061,9512,50,1
4062,9513,50,1
4063,9514,50,1
4064,9515,50,1
4065,9516,50,1
4066,9517,50,1
4067,9518,50,1
4068,9519,50,1
4069,9520,50,1
4070,9521,50,1
4071,9522,50,1
4072,9523,50,1
4073,9524,50,1
4074,9525,50,1
4075,9526,50,1
4076,9527,50,1
4077,9528,50,1
4078,9529,50,1
4079,9530,50,1
4080,9531,50,1
4081,9532,50,1
4082,9533,50,1
4083,9534,50,1
4084,9535,50,1
4085,9536,50,1
4086,9537,50,1
4087,9538,50,1
4088,9539,50,1
4089,9540,50,1
4090,9541,50,1
4091,9542,50,1
4092,9543,50,1
4093,9544,50,1
4094,9545,50,1
4095,9546,50,1
4096,9547,50,1
4097,9548,50,1
4098,9549,50,1
4099,9550,50,1
4100,9551,50,1
4101,9552,50,1
4102,9553,50,1
4103,9554,50,1
4104,9555,50,1
4105,9556,50,1
4106,9557,50,1
4107,9558,50,1
4108,9559,50,1
4109,9560,50,1
4110,9561,50,1
4111,9562,50,1
4112,9563,50,1
4113,9564,50,1
4114,9565,50,1
4115,9566,50,1
4116,9567,50,1
4117,9568,50,1
4118,9569,50,1
4119,9570,50,1
4120,9571,50,1
4121,9572,50,1
4122,9573,50,1
4123,9574,50,1
4124,9575,50,1
4125,9576,50,1
4126,9577,50,1
4127,9578,50,1
4128,9579,50,1
4129,9580,50,1
4130,9581,50,1
4131,9582,50,1
4132,9583,50,1
4133,9584,50,1
4134,9585,50,1
4135,9586,50,1
4136,9587,50,1
4137,9588,50,1
4138,9589,50,1
4139,9590,50,1
4140,9591,50,1
4141,9592,50,1
4142,9593,50,1
4143,9594,50,1
4144,9595,50,1
4145,9596,50,1
4146,9597,50,1
4147,9598,50,1
4148,9599,50,1
4149,9600,50,1
4150,9601,50,1
4151,9602,50,1
4152,9603,50,1
4153,9604,50,1
4154,9605,50,1
4155,9606,50,1
4156,9607,50,1
4157,9608,50,1
4158,9609,50,1
4159,9610,50,1
4160,9611,50,1
4161,9612,50,1
4162,9613,50,1
4163,9614,50,1
4164,9615,50,1
4165,9616,50,1
4166,9617,50,1
4167,9618,50,1
4168,9619,50,1
4169,9620,50,1
4170,9621,50,1
4171,9622,50,1
4172,9623,50,1
4173,9624,50,1
4174,9625,50,1
4175,9626,50,1
4176,9627,50,1
4177,9628,50,1
4178,9629,50,1
4179,9630,50,1
4180,9631,50,1
4181,9632,50,1
4182,9633,50,1
4183,9634,50,1
4184,9635,50,1
4185,9636,50,1
4186,9637,50,1
4187,9638,50,1
4188,9639,50,1
4189,9640,50,1
4190,9641,50,1
4191,9642,50,1
4192,9643,50,1
4193,9644,50,1
4194,9645,50,1
4195,9646,50,1
4196,9647,50,1
4197,9648,50,1
4198,9649,50,1
4199,9650,50,1
4200,9651,50,1
4201,9652,50,1
4202,9653,50,1
4203,9654,50,1
4204,9655,50,1
4205,9656,50,1
4206,9657,50,1
4207,9658,50,1
4208,9659,50,1
4209,9660,50,1
4210,9661,50,1
4211,9662,50,1
4212,9663,50,1
4213,9664,50,1
4214,9665,50,1
4215,9666,50,1
4216,9667,50,1
4217,9668,50,1
4218,9669,50,1
4219,9670,50,1
4220,9671,50,1
4221,9672,50,1
4222,9673,50,1
4223,9674,50,1
4224,9675,50,1
4225,9676,50,1
4226,9677,50,1
4227,9678,50,1
4228,9679,50,1
4229,9680,50,1
4230,9681,50,1
4231,9682,50,1
4232,9683,50,1
4233,9684,50,1
4234,9685,50,1
4235,9686,50,1
4236,9687,50,1
4237,9688,50,1
4238,9689,50,1
4239,9690,50,1
4240,9691,50,1
4241,9692,50,1
4242,9693,50,1
4243,9694,50,1
4244,9695,50,1
4245,9696,50,1
4246,9697,50,1
4247,9698,50,1
4248,9699,50,1
4249,9700,50,1
4250,9701,50,1
4251,9702,50,1
4252,9703,50,1
4253,9704,50,1
4254,9705,50,1
4255,9706,50,1
4256,9707,50,1
4257,9708,50,1
4258,9709,50,1
4259,9710,50,1
4260,9711,50,1
4261,9712,50,1
4262,9713,50,1
4263,9714,50,1
4264,9715,50,1
4265,9716,50,1
4266,9717,50,1
4267,9718,50,1
4268,9719,50,1
4269,9720,50,1
4270,9721,50,1
4271,9722,50,1
4272,9723,50,1
4273,9724,50,1
4274,9725,50,1
4275,9726,50,1
4276,9727,50,1
4277,9728,50,1
4278,9729,50,1
4279,9730,50,1
4280,9731,50,1
4281,9732,50,1
4282,9733,50,1
4283,9734,50,1
4284,9735,50,1
4285,9736,50,1
4286,9737,50,1
4287,9738,50,1
4288,9739,50,1
4289,9740,50,1
4290,9741,50,1
4291,9742,50,1
4292,9743,50,1
4293,9744,50,1
4294,9745,50,1
4295,9746,50,1
4296,9747,50,1
4297,9748,50,1
4298,9749,50,1
4299,9750,50,1
4300,9751,50,1
4301,9752,50,1
4302,9753,50,1
4303,9754,50,1
4304,9755,50,1
4305,9756,50,1
4306,9757,50,1
4307,9758,50,1
4308,9759,50,1
4309,9760,50,1
4310,9761,50,1
4311,9762,50,1
4312,9763,50,1
4313,9764,50,1
4314,9765,50,1
4315,9766,50,1
4316,9767,50,1
4317,9768,50,1
4318,9769,50,1
4319,9770,50,1
4320,9771,50,1
4321,9772,50,1
4322,9773,50,1
4323,9774,50,1
4324,9775,50,1
4325,9776,50,1
4326,9777,50,1
4327,9778,50,1
4328,9779,50,1
4329,9780,50,1
4330,9781,50,1
4331,9782,50,1
4332,9783,50,1
4333,9784,50,1
4334,9785,50,1
4335,9786,50,1
4336,9787,50,1
4337,9788,50,1
4338,9789,50,1
4339,9790,50,1
4340,9791,50,1
4341,9792,50,1
4342,9793,50,1
4343,9794,50,1
4344,9795,50,1
4345,9796,50,1
4346,9797,50,1
4347,9798,50,1
4348,9799,50,1
4349,9800,50,1
4350,9801,50,1
4351,9802,50,1
4352,9803,50,1
4353,9804,50,1
4354,9805,50,1
4355,9806,50,1
4356,9807,50,1
4357,9808,50,1
4358,9809,50,1
4359,9810,50,1
4360,9811,50,1
4361,9812,50,1
4362,9813,50,1
4363,9814,50,1
4364,9815,50,1
4365,9816,50,1
4366,9817,50,1
4367,9818,50,1
4368,9819,50,1
4369,9820,50,1
4370,9821,50,1
4371,9822,50,1
4372,9823,50,1
4373,9824,50,1
4374,9825,50,1
4375,9826,50,1
4376,9827,50,1
4377,9828,50,1
4378,9829,50,1
4379,9830,50,1
4380,9831,50,1
4381,9832,50,1
4382,9833,50,1
4383,9834,50,1
4384,9835,50,1
4385,9836,50,1
4386,9837,50,1
4387,9838,50,1
4388,9839,50,1
4389,9840,50,1
4390,9841,50,1
4391,9842,50,1
4392,9843,50,1
4393,9844,50,1
4394,9845,50,1
4395,9846,50,1
4396,9847,50,1
4397,9848,50,1
4398,9849,50,1
4399,9850,50,1
4400,9851,50,1
4401,9852,50,1
4402,9853,50,1
4403,9854,50,1
4404,9855,50,1
4405,9856,50,1
4406,9857,50,1
4407,9858,50,1
4408,9859,50,1
4409,9860,50,1
4410,9861,50,1
4411,9862,50,1
4412,9863,50,1
4413,9864,50,1
4414,9865,50,1
4415,9866,50,1
4416,9867,50,1
4417,9868,50,1
4418,9869,50,1
4419,9870,50,1
4420,9871,50,1
4421,9872,50,1
4422,9873,50,1
4423,9874,50,1
4424,9875,50,1
4425,9876,50,1
4426,9877,50,1
4427,9878,50,1
4428,9879,50,1
4429,9880,50,1
4430,9881,50,1
4431,9882,50,1
4432,9883,50,1
4433,9884,50,1
4434,9885,50,1
4435,9886,50,1
4436,9887,50,1
4437,9888,50,1
4438,9889,50,1
4439,9890,50,1
4440,9891,50,1
4441,9892,50,1
4442,9893,50,1
4443,9894,50,1
4444,9895,50,1
4445,9896,50,1
4446,9897,50,1
4447,9898,50,1
4448,9899,50,1
4449,9900,50,1
4450,9901,50,1
4451,9902,50,1
4452,9903,50,1
4453,9904,50,1
4454,9905,50,1
4455,9906,50,1
4456,9907,50,1
4457,9908,50,1
4458,9909,50,1
4459,9910,50,1
4460,9911,50,1
4461,9912,50,1
4462,9913,50,1
4463,9914,50,1
4464,9915,50,1
4465,9916,50,1
4466,9917,50,1
4467,9918,50,1
4468,9919,50,1
4469,9920,50,1
4470,9921,50,1
4471,9922,50,1
4472,9923,50,1
4473,9924,50,1
4474,9925,50,1
4475,9926,50,1
4476,9927,50,1
4477,9928,50,1
4478,9929,50,1
4479,9930,50,1
4480,9931,50,1
4481,9932,50,1
4482,9933,50,1
4483,9934,50,1
4484,9935,50,1
4485,9936,50,1
4486,9937,50,1
4487,9938,50,1
4488,9939,50,1
4489,9940,50,1
4490,9941,50,1
4491,9942,50,1
4492,9943,50,1
4493,9944,50,1
4494,9945,50,1
4495,9946,50,1
4496,9947,50,1
4497,9948,50,1
4498,9949,50,1
4499,9950,50,1
4500,9951,50,1
4501,9952,50,1
4502,9953,50,1
4503,9954,50,1
4504,9955,50,1
4505,9956,50,1
4506,9957,50,1
4507,9958,50,1
4508,9959,50,1
4509,9960,50,1
4510,9961,50,1
4511,9962,50,1
4512,9963,50,1
4513,9964,50,1
4514,9965,50,1
4515,9966,50,1
4516,9967,50,1
4517,9968,50,1
4518,9969,50,1
4519,9970,50,1
4520,9971,50,1
4521,9972,50,1
4522,9973,50,1
4523,9974,50,1
4524,9975,50,1
4525,9976,50,1
4526,9977,50,1
4527,9978,50,1
4528,9979,50,1
4529,9980,50,1
4530,9981,50,1
4531,9982,50,1
4532,9983,50,1
4533,9984,50,1
4534,9985,50,1
4535,9986,50,1
4536,9987,50,1
4537,9988,50,1
4538,9989,50,1
4539,9990,50,1
4540,9991,50,1
4541,9992,50,1
4542,9993,50,1
4543,9994,50,1
4544,9995,50,1
4545,9996,50,1
4546,9997,50,1
4547,9998,50,1
4548,9999,50,1
4549,10000,50,1
4550,10001,50,1
4551,10002,50,1
4552,10003,50,1
4553,10004,50,1
4554,10005,50,1
4555,10006,50,1
4556,10007,50,1
4557,10008,50,1
4558,10009,50,1
4559,10010,50,1
4560,10011,50,1
4561,10012,50,1
4562,10013,50,1
4563,10014,50,1
4564,10015,50,1
4565,10016,50,1
4566,10017,50,1
4567,10018,50,1
4568,10019,50,1
4569,10020,50,1
4570,10021,50,1
4571,10022,50,1
4572,10023,50,1
4573,10024,50,1
4574,10025,50,1
4575,10026,50,1
4576,10027,50,1
4577,10028,50,1
4578,10029,50,1
4579,10030,50,1
4580,10031,50,1
4581,10032,50,1
4582,10033,50,1
4583,10034,50,1
4584,10035,50,1
4585,10036,50,1
4586,10037,50,1
4587,10038,50,1
4588,10039,50,1
4589,10040,50,1
4590,10041,50,1
4591,10042,50,1
4592,10043,50,1
4593,10044,50,1
4594,10045,50,1
4595,10046,50,1
4596,10047,50,1
4597,10048,50,1
4598,10049,50,1
4599,10050,50,1
4600,10051,50,1
4601,10052,50,1
4602,10053,50,1
4603,10054,50,1
4604,10055,50,1
4605,10056,50,1
4606,10057,50,1
4607,10058,50,1
4608,10059,50,1
4609,10060,50,1
4610,10061,50,1
4611,10062,50,1
4612,10063,50,1
4613,10064,50,1
4614,10065,50,1
4615,10066,50,1
4616,10067,50,1
4617,10068,50,1
4618,10069,50,1
4619,10070,50,1
4620,10071,50,1
4621,10072,50,1
4622,10073,50,1
4623,10074,50,1
4624,10075,50,1
4625,10076,50,1
4626,10077,50,1
4627,10078,50,1
4628,10079,50,1
4629,10080,50,1
4630,10081,50,1
4631,10082,50,1
4632,10083,50,1
4633,10084,50,1
4634,10085,50,1
4635,10086,50,1
4636,10087,50,1
4637,10088,50,1
4638,10089,50,1
4639,10090,50,1
4640,10091,50,1
4641,10092,50,1
4642,10093,50,1
4643,10094,50,1
4644,10095,50,1
4645,10096,50,1
4646,10097,50,1
4647,10098,50,1
4648,10099,50,1
4649,10100,50,1
4650,10101,50,1
4651,10102,50,1
4652,10103,50,1
4653,10104,50,1
4654,10105,50,1
4655,10106,50,1
4656,10107,50,1
4657,10108,50,1
4658,10109,50,1
4659,10110,50,1
4660,10111,50,1
4661,10112,50,1
4662,10113,50,1
4663,10114,50,1
4664,10115,50,1
4665,10116,50,1
4666,10117,50,1
4667,10118,50,1
4668,10119,50,1
4669,10120,50,1
4670,10121,50,1
4671,10122,50,1
4672,10123,50,1
4673,10124,50,1
4674,10125,50,1
4675,10126,50,1
4676,10127,50,1
4677,10128,50,1
4678,10129,50,1
4679,10130,50,1
4680,10131,50,1
4681,10132,50,1
4682,10133,50,1
4683,10134,50,1
4684,10135,50,1
4685,10136,50,1
4686,10137,50,1
4687,10138,50,1
4688,10139,50,1
4689,10140,50,1
4690,10141,50,1
4691,10142,50,1
4692,10143,50,1
4693,10144,50,1
4694,10145,50,1
4695,10146,50,1
4696,10147,50,1
4697,10148,50,1
4698,10149,50,1
4699,10150,50,1
4700,10151,50,1
4701,10152,50,1
4702,10153,50,1
4703,10154,50,1
4704,10155,50,1
4705,10156,50,1
4706,10157,50,1
4707,10158,50,1
4708,10159,50,1
4709,10160,50,1
4710,10161,50,1
4711,10162,50,1
4712,10163,50,1
4713,10164,50,1
4714,10165,50,1
4715,10166,50,1
4716,10167,50,1
4717,10168,50,1
4718,10169,50,1
4719,10170,50,1
4720,10171,50,1
4721,10172,50,1
4722,10173,50,1
4723,10174,50,1
4724,10175,50,1
4725,10176,50,1
4726,10177,50,1
4727,10178,50,1
4728,10179,50,1
4729,10180,50,1
4730,10181,50,1
4731,10182,50,1
4732,10183,50,1
4733,10184,50,1
4734,10185,50,1
4735,10186,50,1
4736,10187,50,1
4737,10188,50,1
4738,10189,50,1
