episode_num,timestep,episode_reward,episode_length
165,4818,50,1
166,4819,50,1
167,4820,50,1
168,4821,50,1
169,4822,50,1
170,4823,50,1
171,4824,50,1
172,4825,50,1
173,4826,50,1
174,4827,50,1
175,4828,50,1
176,4829,50,1
177,4830,50,1
178,4831,50,1
179,4832,50,1
180,4833,50,1
181,4834,50,1
182,4835,50,1
183,4836,50,1
184,4837,50,1
185,4838,50,1
186,4839,50,1
187,4840,50,1
188,4841,50,1
189,4842,50,1
190,4843,50,1
191,4844,50,1
192,4845,50,1
193,4846,50,1
194,4847,50,1
195,4848,50,1
196,4849,50,1
197,4850,50,1
198,4851,50,1
199,4852,50,1
200,4853,50,1
201,4854,50,1
202,4855,50,1
203,4856,50,1
204,4857,50,1
205,4858,50,1
206,4859,50,1
207,4860,50,1
208,4861,50,1
209,4862,50,1
210,4863,50,1
211,4864,50,1
212,4865,50,1
213,4866,50,1
214,4867,50,1
215,4868,50,1
216,4869,50,1
217,4870,50,1
218,4871,50,1
219,4872,50,1
220,4873,50,1
221,4874,50,1
222,4875,50,1
223,4876,50,1
224,4877,50,1
225,4878,50,1
226,4879,50,1
227,4880,50,1
228,4881,50,1
229,4882,50,1
230,4883,50,1
231,4884,50,1
232,4885,50,1
233,4886,50,1
234,4887,50,1
235,4888,50,1
236,4889,50,1
237,4890,50,1
238,4891,50,1
239,4892,50,1
240,4893,50,1
241,4894,50,1
242,4895,50,1
243,4896,50,1
244,4897,50,1
245,4898,50,1
246,4899,50,1
247,4900,50,1
248,4901,50,1
249,4902,50,1
250,4903,50,1
251,4904,50,1
252,4905,50,1
253,4906,50,1
254,4907,50,1
255,4908,50,1
256,4909,50,1
257,4910,50,1
258,4911,50,1
259,4912,50,1
260,4913,50,1
261,4914,50,1
262,4915,50,1
263,4916,50,1
264,4917,50,1
265,4918,50,1
266,4919,50,1
267,4920,50,1
268,4921,50,1
269,4922,50,1
270,4923,50,1
271,4924,50,1
272,4925,50,1
273,4926,50,1
274,4927,50,1
275,4928,50,1
276,4929,50,1
277,4930,50,1
278,4931,50,1
279,4932,50,1
280,4933,50,1
281,4934,50,1
282,4935,50,1
283,4936,50,1
284,4937,50,1
285,4938,50,1
286,4939,50,1
287,4940,50,1
288,4941,50,1
289,4942,50,1
290,4943,50,1
291,4944,50,1
292,4945,50,1
293,4946,50,1
294,4947,50,1
295,4948,50,1
296,4949,50,1
297,4950,50,1
298,4951,50,1
299,4952,50,1
300,4953,50,1
301,4954,50,1
302,4955,50,1
303,4956,50,1
304,4957,50,1
305,4958,50,1
306,4959,50,1
307,4960,50,1
308,4961,50,1
309,4962,50,1
310,4963,50,1
311,4964,50,1
312,4965,50,1
313,4966,50,1
314,4967,50,1
315,4968,50,1
316,4969,50,1
317,4970,50,1
318,4971,50,1
319,4972,50,1
320,4973,50,1
321,4974,50,1
322,4975,50,1
323,4976,50,1
324,4977,50,1
325,4978,50,1
326,4979,50,1
327,4980,50,1
328,4981,50,1
329,4982,50,1
330,4983,50,1
331,4984,50,1
332,4985,50,1
333,4986,50,1
334,4987,50,1
335,5387,0,400
336,5388,50,1
337,5389,50,1
338,5390,50,1
339,5391,50,1
340,5392,50,1
341,5393,50,1
342,5394,50,1
343,5395,50,1
344,5396,50,1
345,5397,50,1
346,5398,50,1
347,5399,50,1
348,5400,50,1
349,5401,50,1
350,5402,50,1
351,5403,50,1
352,5404,50,1
353,5405,50,1
354,5406,50,1
355,5407,50,1
356,5408,50,1
357,5409,50,1
358,5410,50,1
359,5411,50,1
360,5412,50,1
361,5413,50,1
362,5414,50,1
363,5415,50,1
364,5416,50,1
365,5417,50,1
366,5418,50,1
367,5419,50,1
368,5420,50,1
369,5421,50,1
370,5422,50,1
371,5423,50,1
372,5424,50,1
373,5425,50,1
374,5426,50,1
375,5427,50,1
376,5428,50,1
377,5429,50,1
378,5430,50,1
379,5431,50,1
380,5432,50,1
381,5433,50,1
382,5434,50,1
383,5435,50,1
384,5436,50,1
385,5437,50,1
386,5438,50,1
387,5439,50,1
388,5440,50,1
389,5441,50,1
390,5442,50,1
391,5443,50,1
392,5444,50,1
393,5445,50,1
394,5446,50,1
395,5447,50,1
396,5448,50,1
397,5449,50,1
398,5450,50,1
399,5451,50,1
400,5452,50,1
401,5453,50,1
402,5454,50,1
403,5455,50,1
404,5456,50,1
405,5457,50,1
406,5458,50,1
407,5459,50,1
408,5460,50,1
409,5461,50,1
410,5462,50,1
411,5463,50,1
412,5464,50,1
413,5465,50,1
414,5466,50,1
415,5467,50,1
416,5468,50,1
417,5469,50,1
418,5470,50,1
419,5471,50,1
420,5472,50,1
421,5473,50,1
422,5474,50,1
423,5475,50,1
424,5476,50,1
425,5477,50,1
426,5478,50,1
427,5479,50,1
428,5480,50,1
429,5481,50,1
430,5482,50,1
431,5483,50,1
432,5484,50,1
433,5485,50,1
434,5486,50,1
435,5487,50,1
436,5488,50,1
437,5489,50,1
438,5490,50,1
439,5491,50,1
440,5492,50,1
441,5493,50,1
442,5494,50,1
443,5495,50,1
444,5496,50,1
445,5497,50,1
446,5498,50,1
447,5499,50,1
448,5500,50,1
449,5501,50,1
450,5502,50,1
451,5503,50,1
452,5504,50,1
453,5505,50,1
454,5506,50,1
455,5507,50,1
456,5508,50,1
457,5509,50,1
458,5510,50,1
459,5511,50,1
460,5512,50,1
461,5513,50,1
462,5514,50,1
463,5515,50,1
464,5516,50,1
465,5517,50,1
466,5518,50,1
467,5519,50,1
468,5520,50,1
469,5521,50,1
470,5522,50,1
471,5523,50,1
472,5524,50,1
473,5525,50,1
474,5526,50,1
475,5527,50,1
476,5528,50,1
477,5529,50,1
478,5530,50,1
479,5531,50,1
480,5532,50,1
481,5533,50,1
482,5534,50,1
483,5535,50,1
484,5536,50,1
485,5537,50,1
486,5538,50,1
487,5539,50,1
488,5540,50,1
489,5541,50,1
490,5542,50,1
491,5543,50,1
492,5544,50,1
493,5545,50,1
494,5546,50,1
495,5547,50,1
496,5548,50,1
497,5549,50,1
498,5550,50,1
499,5551,50,1
500,5552,50,1
501,5553,50,1
502,5554,50,1
503,5555,50,1
504,5556,50,1
505,5557,50,1
506,5558,50,1
507,5559,50,1
508,5560,50,1
509,5561,50,1
510,5562,50,1
511,5563,50,1
512,5564,50,1
513,5565,50,1
514,5566,50,1
515,5567,50,1
516,5568,50,1
517,5569,50,1
518,5570,50,1
519,5571,50,1
520,5572,50,1
521,5573,50,1
522,5574,50,1
523,5575,50,1
524,5576,50,1
525,5577,50,1
526,5578,50,1
527,5579,50,1
528,5580,50,1
529,5581,50,1
530,5582,50,1
531,5583,50,1
532,5584,50,1
533,5585,50,1
534,5586,50,1
535,5587,50,1
536,5588,50,1
537,5589,50,1
538,5590,50,1
539,5591,50,1
540,5592,50,1
541,5593,50,1
542,5594,50,1
543,5595,50,1
544,5596,50,1
545,5597,50,1
546,5598,50,1
547,5599,50,1
548,5600,50,1
549,5601,50,1
550,5602,50,1
551,5603,50,1
552,5604,50,1
553,5605,50,1
554,5606,50,1
555,5607,50,1
556,5608,50,1
557,5609,50,1
558,5610,50,1
559,5611,50,1
560,5612,50,1
561,5613,50,1
562,5614,50,1
563,5615,50,1
564,5616,50,1
565,5617,50,1
566,5618,50,1
567,5619,50,1
568,5620,50,1
569,5621,50,1
570,5622,50,1
571,5623,50,1
572,5624,50,1
573,5625,50,1
574,5626,50,1
575,5627,50,1
576,5628,50,1
577,5629,50,1
578,5630,50,1
579,5631,50,1
580,5632,50,1
581,5633,50,1
582,5634,50,1
583,5635,50,1
584,5636,50,1
585,5637,50,1
586,5638,50,1
587,5639,50,1
588,5640,50,1
589,5641,50,1
590,5642,50,1
591,5643,50,1
592,5644,50,1
593,5645,50,1
594,5646,50,1
595,5647,50,1
596,5648,50,1
597,5649,50,1
598,5650,50,1
599,5651,50,1
600,5652,50,1
601,5653,50,1
602,5654,50,1
603,5655,50,1
604,5656,50,1
605,5657,50,1
606,5658,50,1
607,5659,50,1
608,5660,50,1
609,5661,50,1
610,5662,50,1
611,5663,50,1
612,5664,50,1
613,5665,50,1
614,5666,50,1
615,5667,50,1
616,5668,50,1
617,5669,50,1
618,5670,50,1
619,5671,50,1
620,5672,50,1
621,5673,50,1
622,5674,50,1
623,5675,50,1
624,5676,50,1
625,5677,50,1
626,5678,50,1
627,5679,50,1
628,5680,50,1
629,5681,50,1
630,5682,50,1
631,5683,50,1
632,5684,50,1
633,5685,50,1
634,5686,50,1
635,5687,50,1
636,5688,50,1
637,5689,50,1
638,5690,50,1
639,5691,50,1
640,5692,50,1
641,5693,50,1
642,5694,50,1
643,5695,50,1
644,5696,50,1
645,5697,50,1
646,5698,50,1
647,5699,50,1
648,5700,50,1
649,5701,50,1
650,5702,50,1
651,5703,50,1
652,5704,50,1
653,5705,50,1
654,5706,50,1
655,5707,50,1
656,5708,50,1
657,5709,50,1
658,5710,50,1
659,5711,50,1
660,5712,50,1
661,5713,50,1
662,5714,50,1
663,5715,50,1
664,5716,50,1
665,5717,50,1
666,5718,50,1
667,5719,50,1
668,5720,50,1
669,5721,50,1
670,5722,50,1
671,5723,50,1
672,5724,50,1
673,5725,50,1
674,5726,50,1
675,5727,50,1
676,5728,50,1
677,5729,50,1
678,5730,50,1
679,5731,50,1
680,5732,50,1
681,5733,50,1
682,5734,50,1
683,5735,50,1
684,5736,50,1
685,5737,50,1
686,5738,50,1
687,5739,50,1
688,5740,50,1
689,5741,50,1
690,5742,50,1
691,5743,50,1
692,5744,50,1
693,5745,50,1
694,5746,50,1
695,5747,50,1
696,5748,50,1
697,5749,50,1
698,5750,50,1
699,5751,50,1
700,5752,50,1
701,5753,50,1
702,5754,50,1
703,5755,50,1
704,5756,50,1
705,5757,50,1
706,5758,50,1
707,5759,50,1
708,5760,50,1
709,5761,50,1
710,5762,50,1
711,5763,50,1
712,5764,50,1
713,5765,50,1
714,5766,50,1
715,5767,50,1
716,5768,50,1
717,5769,50,1
718,5770,50,1
719,5771,50,1
720,5772,50,1
721,5773,50,1
722,5774,50,1
723,5775,50,1
724,5776,50,1
725,5777,50,1
726,5778,50,1
727,5779,50,1
728,5780,50,1
729,5781,50,1
730,5782,50,1
731,5783,50,1
732,5784,50,1
733,5785,50,1
734,5786,50,1
735,5787,50,1
736,5788,50,1
737,5789,50,1
738,5790,50,1
739,5791,50,1
740,5792,50,1
741,5793,50,1
742,5794,50,1
743,5795,50,1
744,5796,50,1
745,5797,50,1
746,5798,50,1
747,5799,50,1
748,5800,50,1
749,5801,50,1
750,5802,50,1
751,5803,50,1
752,5804,50,1
753,5805,50,1
754,5806,50,1
755,5807,50,1
756,5808,50,1
757,5809,50,1
758,5810,50,1
759,5811,50,1
760,5812,50,1
761,5813,50,1
762,5814,50,1
763,5815,50,1
764,5816,50,1
765,5817,50,1
766,5818,50,1
767,5819,50,1
768,5820,50,1
769,5821,50,1
770,5822,50,1
771,5823,50,1
772,5824,50,1
773,5825,50,1
774,5826,50,1
775,5827,50,1
776,5828,50,1
777,5829,50,1
778,5830,50,1
779,5831,50,1
780,5832,50,1
781,5833,50,1
782,5834,50,1
783,5835,50,1
784,5836,50,1
785,5837,50,1
786,5838,50,1
787,5839,50,1
788,5840,50,1
789,5841,50,1
790,5842,50,1
791,5843,50,1
792,5844,50,1
793,5845,50,1
794,5846,50,1
795,5847,50,1
796,5848,50,1
797,5849,50,1
798,5850,50,1
799,5851,50,1
800,5852,50,1
801,5853,50,1
802,5854,50,1
803,5855,50,1
804,5856,50,1
805,5857,50,1
806,5858,50,1
807,5859,50,1
808,5860,50,1
809,5861,50,1
810,5862,50,1
811,5863,50,1
812,5864,50,1
813,5865,50,1
814,5866,50,1
815,5867,50,1
816,5868,50,1
817,5869,50,1
818,5870,50,1
819,5871,50,1
820,5872,50,1
821,5873,50,1
822,5874,50,1
823,5875,50,1
824,5876,50,1
825,5877,50,1
826,5878,50,1
827,5879,50,1
828,5880,50,1
829,5881,50,1
830,5882,50,1
831,5883,50,1
832,5884,50,1
833,5885,50,1
834,5886,50,1
835,5887,50,1
836,5888,50,1
837,5889,50,1
838,5890,50,1
839,5891,50,1
840,5892,50,1
841,5893,50,1
842,5894,50,1
843,5895,50,1
844,5896,50,1
845,5897,50,1
846,5898,50,1
847,5899,50,1
848,5900,50,1
849,5901,50,1
850,5902,50,1
851,5903,50,1
852,5904,50,1
853,5905,50,1
854,5906,50,1
855,5907,50,1
856,5908,50,1
857,5909,50,1
858,5910,50,1
859,5911,50,1
860,5912,50,1
861,5913,50,1
862,5914,50,1
863,5915,50,1
864,5916,50,1
865,5917,50,1
866,5918,50,1
867,5919,50,1
868,5920,50,1
869,5921,50,1
870,5922,50,1
871,5923,50,1
872,5924,50,1
873,5925,50,1
874,5926,50,1
875,5927,50,1
876,5928,50,1
877,5929,50,1
878,5930,50,1
879,5931,50,1
880,5932,50,1
881,5933,50,1
882,5934,50,1
883,5935,50,1
884,5936,50,1
885,5937,50,1
886,5938,50,1
887,5939,50,1
888,5940,50,1
889,5941,50,1
890,5942,50,1
891,5943,50,1
892,5944,50,1
893,5945,50,1
894,5946,50,1
895,5947,50,1
896,5948,50,1
897,5949,50,1
898,5950,50,1
899,5951,50,1
900,5952,50,1
901,5953,50,1
902,5954,50,1
903,5955,50,1
904,5956,50,1
905,5957,50,1
906,5958,50,1
907,5959,50,1
908,5960,50,1
909,5961,50,1
910,5962,50,1
911,5963,50,1
912,5964,50,1
913,5965,50,1
914,5966,50,1
915,5967,50,1
916,5968,50,1
917,5969,50,1
918,5970,50,1
919,5971,50,1
920,5972,50,1
921,5973,50,1
922,5974,50,1
923,5975,50,1
924,5976,50,1
925,5977,50,1
926,5978,50,1
927,5979,50,1
928,5980,50,1
929,5981,50,1
930,5982,50,1
931,5983,50,1
932,5984,50,1
933,5985,50,1
934,5986,50,1
935,5987,50,1
936,5988,50,1
937,5989,50,1
938,5990,50,1
939,5991,50,1
940,5992,50,1
941,5993,50,1
942,5994,50,1
943,5995,50,1
944,5996,50,1
945,5997,50,1
946,5998,50,1
947,5999,50,1
948,6000,50,1
949,6001,50,1
950,6002,50,1
951,6003,50,1
952,6004,50,1
953,6005,50,1
954,6006,50,1
955,6007,50,1
956,6008,50,1
957,6009,50,1
958,6010,50,1
959,6011,50,1
960,6012,50,1
961,6013,50,1
962,6014,50,1
963,6015,50,1
964,6016,50,1
965,6017,50,1
966,6018,50,1
967,6019,50,1
968,6020,50,1
969,6021,50,1
970,6022,50,1
971,6023,50,1
972,6024,50,1
973,6025,50,1
974,6026,50,1
975,6027,50,1
976,6028,50,1
977,6029,50,1
978,6030,50,1
979,6031,50,1
980,6032,50,1
981,6033,50,1
982,6034,50,1
983,6035,50,1
984,6036,50,1
985,6037,50,1
986,6038,50,1
987,6039,50,1
988,6040,50,1
989,6041,50,1
990,6042,50,1
991,6043,50,1
992,6044,50,1
993,6045,50,1
994,6046,50,1
995,6047,50,1
996,6048,50,1
997,6049,50,1
998,6050,50,1
999,6051,50,1
1000,6052,50,1
1001,6053,50,1
1002,6054,50,1
1003,6055,50,1
1004,6056,50,1
1005,6057,50,1
1006,6058,50,1
1007,6059,50,1
1008,6060,50,1
1009,6061,50,1
1010,6062,50,1
1011,6063,50,1
1012,6064,50,1
1013,6065,50,1
1014,6066,50,1
1015,6067,50,1
1016,6068,50,1
1017,6069,50,1
1018,6070,50,1
1019,6071,50,1
1020,6072,50,1
1021,6073,50,1
1022,6074,50,1
1023,6075,50,1
1024,6076,50,1
1025,6077,50,1
1026,6078,50,1
1027,6079,50,1
1028,6080,50,1
1029,6081,50,1
1030,6082,50,1
1031,6083,50,1
1032,6084,50,1
1033,6085,50,1
1034,6086,50,1
1035,6087,50,1
1036,6088,50,1
1037,6089,50,1
1038,6090,50,1
1039,6091,50,1
1040,6092,50,1
1041,6093,50,1
1042,6094,50,1
1043,6095,50,1
1044,6096,50,1
1045,6097,50,1
1046,6098,50,1
1047,6099,50,1
1048,6100,50,1
1049,6101,50,1
1050,6102,50,1
1051,6103,50,1
1052,6104,50,1
1053,6105,50,1
1054,6106,50,1
1055,6107,50,1
1056,6108,50,1
1057,6109,50,1
1058,6110,50,1
1059,6111,50,1
1060,6112,50,1
1061,6113,50,1
1062,6114,50,1
1063,6115,50,1
1064,6116,50,1
1065,6117,50,1
1066,6118,50,1
1067,6119,50,1
1068,6120,50,1
1069,6121,50,1
1070,6122,50,1
1071,6123,50,1
1072,6124,50,1
1073,6125,50,1
1074,6126,50,1
1075,6127,50,1
1076,6128,50,1
1077,6129,50,1
1078,6529,0,400
1079,6530,50,1
1080,6531,50,1
1081,6532,50,1
1082,6533,50,1
1083,6534,50,1
1084,6535,50,1
1085,6536,50,1
1086,6537,50,1
1087,6538,50,1
1088,6539,50,1
1089,6540,50,1
1090,6541,50,1
1091,6542,50,1
1092,6543,50,1
1093,6544,50,1
1094,6545,50,1
1095,6546,50,1
1096,6547,50,1
1097,6548,50,1
1098,6549,50,1
1099,6550,50,1
1100,6551,50,1
1101,6552,50,1
1102,6553,50,1
1103,6554,50,1
1104,6555,50,1
1105,6556,50,1
1106,6557,50,1
1107,6558,50,1
1108,6559,50,1
1109,6560,50,1
1110,6561,50,1
1111,6562,50,1
1112,6563,50,1
1113,6564,50,1
1114,6565,50,1
1115,6566,50,1
1116,6567,50,1
1117,6568,50,1
1118,6569,50,1
1119,6570,50,1
1120,6571,50,1
1121,6572,50,1
1122,6573,50,1
1123,6574,50,1
1124,6575,50,1
1125,6576,50,1
1126,6577,50,1
1127,6578,50,1
1128,6579,50,1
1129,6580,50,1
1130,6581,50,1
1131,6582,50,1
1132,6583,50,1
1133,6584,50,1
1134,6585,50,1
1135,6586,50,1
1136,6587,50,1
1137,6588,50,1
1138,6589,50,1
1139,6590,50,1
1140,6591,50,1
1141,6592,50,1
1142,6593,50,1
1143,6594,50,1
1144,6595,50,1
1145,6596,50,1
1146,6597,50,1
1147,6598,50,1
1148,6599,50,1
1149,6600,50,1
1150,6601,50,1
1151,6602,50,1
1152,6603,50,1
1153,6604,50,1
1154,6605,50,1
1155,6606,50,1
1156,6607,50,1
1157,6608,50,1
1158,6609,50,1
1159,6610,50,1
1160,6611,50,1
1161,6612,50,1
1162,6613,50,1
1163,6614,50,1
1164,6615,50,1
1165,6616,50,1
1166,6617,50,1
1167,6618,50,1
1168,6619,50,1
1169,6620,50,1
1170,6621,50,1
1171,6622,50,1
1172,6623,50,1
1173,6624,50,1
1174,6625,50,1
1175,6626,50,1
1176,6627,50,1
1177,6628,50,1
1178,6629,50,1
1179,6630,50,1
1180,6631,50,1
1181,6632,50,1
1182,6633,50,1
1183,6634,50,1
1184,6635,50,1
1185,6636,50,1
1186,6637,50,1
1187,6638,50,1
1188,6639,50,1
1189,6640,50,1
1190,6641,50,1
1191,6642,50,1
1192,6643,50,1
1193,6644,50,1
1194,6645,50,1
1195,6646,50,1
1196,6647,50,1
1197,6648,50,1
1198,6649,50,1
1199,6650,50,1
1200,6651,50,1
1201,6652,50,1
1202,6653,50,1
1203,6654,50,1
1204,6655,50,1
1205,6656,50,1
1206,6657,50,1
1207,6658,50,1
1208,6659,50,1
1209,6660,50,1
1210,6661,50,1
1211,6662,50,1
1212,6663,50,1
1213,6664,50,1
1214,6665,50,1
1215,6666,50,1
1216,6667,50,1
1217,6668,50,1
1218,6669,50,1
1219,6670,50,1
1220,6671,50,1
1221,6672,50,1
1222,6673,50,1
1223,6674,50,1
1224,6675,50,1
1225,6676,50,1
1226,6677,50,1
1227,6678,50,1
1228,6679,50,1
1229,6680,50,1
1230,6681,50,1
1231,6682,50,1
1232,6683,50,1
1233,6684,50,1
1234,6685,50,1
1235,6686,50,1
1236,6687,50,1
1237,6688,50,1
1238,6689,50,1
1239,6690,50,1
1240,6691,50,1
1241,6692,50,1
1242,6693,50,1
1243,6694,50,1
1244,6695,50,1
1245,6696,50,1
1246,6697,50,1
1247,6698,50,1
1248,6699,50,1
1249,6700,50,1
1250,6701,50,1
1251,6702,50,1
1252,6703,50,1
1253,6704,50,1
1254,6705,50,1
1255,6706,50,1
1256,6707,50,1
1257,6708,50,1
1258,6709,50,1
1259,6710,50,1
1260,6711,50,1
1261,6712,50,1
1262,6713,50,1
1263,6714,50,1
1264,6715,50,1
1265,6716,50,1
1266,6717,50,1
1267,6718,50,1
1268,6719,50,1
1269,6720,50,1
1270,6721,50,1
1271,6722,50,1
1272,6723,50,1
1273,6724,50,1
1274,6725,50,1
1275,6726,50,1
1276,6727,50,1
1277,6728,50,1
1278,6729,50,1
1279,6730,50,1
1280,6731,50,1
1281,6732,50,1
1282,6733,50,1
1283,6734,50,1
1284,6735,50,1
1285,6736,50,1
1286,6737,50,1
1287,6738,50,1
1288,6739,50,1
1289,6740,50,1
1290,6741,50,1
1291,6742,50,1
1292,6743,50,1
1293,6744,50,1
1294,6745,50,1
1295,6746,50,1
1296,6747,50,1
1297,6748,50,1
1298,6749,50,1
1299,6750,50,1
1300,6751,50,1
1301,6752,50,1
1302,6753,50,1
1303,6754,50,1
1304,6755,50,1
1305,6756,50,1
1306,6757,50,1
1307,6758,50,1
1308,6759,50,1
1309,6760,50,1
1310,6761,50,1
1311,6762,50,1
1312,6763,50,1
1313,6764,50,1
1314,6765,50,1
1315,6766,50,1
1316,6767,50,1
1317,6768,50,1
1318,6769,50,1
1319,6770,50,1
1320,6771,50,1
1321,6772,50,1
1322,6773,50,1
1323,6774,50,1
1324,6775,50,1
1325,6776,50,1
1326,6777,50,1
1327,6778,50,1
1328,6779,50,1
1329,6780,50,1
1330,6781,50,1
1331,6782,50,1
1332,6783,50,1
1333,6784,50,1
1334,6785,50,1
1335,6786,50,1
1336,6787,50,1
1337,6788,50,1
1338,6789,50,1
1339,6790,50,1
1340,6791,50,1
1341,6792,50,1
1342,6793,50,1
1343,6794,50,1
1344,6795,50,1
1345,6796,50,1
1346,6797,50,1
1347,6798,50,1
1348,6799,50,1
1349,6800,50,1
1350,6801,50,1
1351,6802,50,1
1352,6803,50,1
1353,6804,50,1
1354,6805,50,1
1355,6806,50,1
1356,6807,50,1
1357,6808,50,1
1358,6809,50,1
1359,6810,50,1
1360,6811,50,1
1361,6812,50,1
1362,6813,50,1
1363,6814,50,1
1364,6815,50,1
1365,6816,50,1
1366,6817,50,1
1367,6818,50,1
1368,6819,50,1
1369,6820,50,1
1370,6821,50,1
1371,6822,50,1
1372,6823,50,1
1373,6824,50,1
1374,6825,50,1
1375,6826,50,1
1376,6827,50,1
1377,6828,50,1
1378,6829,50,1
1379,6830,50,1
1380,6831,50,1
1381,6832,50,1
1382,6833,50,1
1383,6834,50,1
1384,6835,50,1
1385,6836,50,1
1386,6837,50,1
1387,6838,50,1
1388,6839,50,1
1389,6840,50,1
1390,6841,50,1
1391,6842,50,1
1392,6843,50,1
1393,6844,50,1
1394,6845,50,1
1395,6846,50,1
1396,6847,50,1
1397,6848,50,1
1398,6849,50,1
1399,6850,50,1
1400,6851,50,1
1401,6852,50,1
1402,6853,50,1
1403,6854,50,1
1404,6855,50,1
1405,6856,50,1
1406,6857,50,1
1407,6858,50,1
1408,6859,50,1
1409,6860,50,1
1410,6861,50,1
1411,6862,50,1
1412,6863,50,1
1413,6864,50,1
1414,6865,50,1
1415,6866,50,1
1416,6867,50,1
1417,6868,50,1
1418,6869,50,1
1419,6870,50,1
1420,6871,50,1
1421,6872,50,1
1422,6873,50,1
1423,6874,50,1
1424,6875,50,1
1425,6876,50,1
1426,6877,50,1
1427,6878,50,1
1428,6879,50,1
1429,6880,50,1
1430,6881,50,1
1431,6882,50,1
1432,6883,50,1
1433,6884,50,1
1434,6885,50,1
1435,6886,50,1
1436,6887,50,1
1437,6888,50,1
1438,6889,50,1
1439,6890,50,1
1440,6891,50,1
1441,6892,50,1
1442,6893,50,1
1443,6894,50,1
1444,6895,50,1
1445,6896,50,1
1446,6897,50,1
1447,6898,50,1
1448,6899,50,1
1449,6900,50,1
1450,6901,50,1
1451,6902,50,1
1452,6903,50,1
1453,6904,50,1
1454,6905,50,1
1455,6906,50,1
1456,6907,50,1
1457,6908,50,1
1458,6909,50,1
1459,6910,50,1
1460,6911,50,1
1461,6912,50,1
1462,6913,50,1
1463,6914,50,1
1464,6915,50,1
1465,6916,50,1
1466,6917,50,1
1467,6918,50,1
1468,6919,50,1
1469,6920,50,1
1470,6921,50,1
1471,6922,50,1
1472,6923,50,1
1473,6924,50,1
1474,6925,50,1
1475,6926,50,1
1476,6927,50,1
1477,6928,50,1
1478,6929,50,1
1479,6930,50,1
1480,6931,50,1
1481,6932,50,1
1482,6933,50,1
1483,6934,50,1
1484,6935,50,1
1485,6936,50,1
1486,6937,50,1
1487,6938,50,1
1488,6939,50,1
1489,6940,50,1
1490,6941,50,1
1491,6942,50,1
1492,6943,50,1
1493,6944,50,1
1494,6945,50,1
1495,6946,50,1
